,date,incident_id,state,n_killed,n_injured,total
114057,2016-02-28,513640,California,1,3,4
113875,2016-02-27,512880,Virginia,2,2,4
113544,2016-02-24,510749,Colorado,2,2,4
113423,2016-02-23,510769,Florida,0,4,4
15718,2014-05-04,131697,Illinois,1,3,4
113117,2016-02-21,508879,Missouri,1,3,4
112974,2016-02-20,508356,Alabama,1,3,4
112906,2016-02-20,508510,Florida,0,4,4
112861,2016-02-20,508341,Florida,1,3,4
112810,2016-02-19,590221,Missouri,4,0,4
112793,2016-02-19,507998,California,1,3,4
112626,2016-02-18,509170,Utah,3,1,4
112391,2016-02-16,507100,California,0,4,4
115930,2016-03-11,520767,Michigan,2,2,4
115991,2016-03-12,521498,Georgia,2,2,4
116007,2016-03-12,521074,California,0,4,4
116116,2016-03-12,521821,Oregon,0,4,4
119101,2016-03-31,532377,Nevada,4,0,4
119041,2016-03-31,532070,Virginia,2,2,4
13918,2014-04-20,130835,Minnesota,1,3,4
13948,2014-04-20,127381,Florida,2,2,4
118433,2016-03-27,530049,Louisiana,0,4,4
118108,2016-03-25,529926,Alabama,2,2,4
118044,2016-03-25,529488,Colorado,0,4,4
118003,2016-03-25,528614,Illinois,0,4,4
117647,2016-03-22,543116,California,0,4,4
117435,2016-03-21,527206,Texas,4,0,4
117423,2016-03-21,526380,Illinois,0,4,4
117304,2016-03-20,525992,Kentucky,4,0,4
117181,2016-03-19,525301,Alabama,2,2,4
116891,2016-03-17,523992,Florida,0,4,4
116448,2016-03-14,522516,Illinois,1,3,4
14224,2014-04-22,173109,California,1,3,4
116238,2016-03-13,522122,Florida,0,4,4
112125,2016-02-14,504879,Texas,1,3,4
112006,2016-02-13,504996,Louisiana,0,4,4
111797,2016-02-12,504390,Minnesota,2,2,4
106927,2016-01-08,481849,District of Columbia,0,4,4
106655,2016-01-06,479613,Florida,3,1,4
105580,2015-12-31,476338,California,4,0,4
105000,2015-12-27,473882,Tennessee,0,4,4
104867,2015-12-26,472268,Pennsylvania,0,4,4
104812,2015-12-25,471860,Alabama,0,4,4
104734,2015-12-25,471867,Florida,0,4,4
104234,2015-12-21,469468,California,0,4,4
104075,2015-12-20,469614,Florida,0,4,4
15586,2014-05-03,132405,Texas,0,4,4
103283,2015-12-15,466469,Oregon,3,1,4
103096,2015-12-13,464945,California,0,4,4
103087,2015-12-13,464665,California,1,3,4
102950,2015-12-12,465117,Illinois,1,3,4
102933,2015-12-12,464002,Georgia,0,4,4
102786,2015-12-11,463642,Maryland,1,3,4
102722,2015-12-11,463734,Pennsylvania,0,4,4
102410,2015-12-09,462108,Florida,2,2,4
106717,2016-01-07,481429,Tennessee,1,3,4
15205,2014-04-30,130933,Illinois,0,4,4
111744,2016-02-11,503757,Georgia,1,3,4
107723,2016-01-13,484571,Georgia,2,2,4
14717,2014-04-26,129196,Illinois,0,4,4
14738,2014-04-26,129788,Georgia,1,3,4
111468,2016-02-09,502749,Michigan,0,4,4
111263,2016-02-07,501349,Illinois,0,4,4
111102,2016-02-06,500629,Florida,0,4,4
111090,2016-02-06,501153,Texas,4,0,4
111037,2016-02-06,501267,California,1,3,4
110706,2016-02-03,499422,District of Columbia,0,4,4
110155,2016-01-31,496862,Louisiana,0,4,4
109998,2016-01-30,495951,Colorado,1,3,4
109854,2016-01-29,496014,Virginia,2,2,4
109041,2016-01-23,491024,Florida,3,1,4
108969,2016-01-23,491312,California,2,2,4
108920,2016-01-23,490968,Mississippi,2,2,4
108757,2016-01-21,489447,Oklahoma,2,2,4
15046,2014-04-29,130323,Illinois,0,4,4
108233,2016-01-17,486728,Virginia,1,3,4
224324,2017-12-20,1011495,Georgia,1,3,4
134100,2016-07-05,595667,Georgia,2,2,4
228,2013-10-27,492427,Texas,0,4,4
71,2013-05-11,486244,New Jersey,0,4,4
225779,2017-12-31,1017422,Illinois,0,4,4
87,2013-05-28,487052,Tennessee,1,3,4
85,2013-05-25,486977,Michigan,1,3,4
183,2013-09-05,479682,North Carolina,0,4,4
182,2013-08-25,479646,California,0,4,4
55,2013-04-22,484351,Illinois,0,4,4
180,2013-08-25,492270,Minnesota,2,2,4
226371,2018-01-04,1021270,Illinois,1,3,4
228995,2018-01-21,1031851,Illinois,0,4,4
179,2013-08-25,492260,South Carolina,1,3,4
70,2013-05-11,486121,Pennsylvania,0,4,4
127,2013-07-06,490395,Alabama,0,4,4
235324,2018-03-03,1062123,Florida,0,4,4
74,2013-05-13,486316,Ohio,0,4,4
1721,2014-01-11,96391,Texas,3,1,4
351,2014-01-01,92194,Virginia,2,2,4
145,2013-07-19,491082,Connecticut,0,4,4
84,2013-05-24,486971,California,2,2,4
129,2013-07-07,490767,Mississippi,0,4,4
275,2013-12-31,496703,Ohio,3,1,4
131,2013-07-07,490793,Florida,1,3,4
237140,2018-03-15,1070898,Wisconsin,2,2,4
144,2013-07-19,491073,California,0,4,4
32,2013-03-07,481229,Mississippi,2,2,4
177,2013-08-20,491992,Maryland,2,2,4
132,2013-07-09,490909,Maryland,0,4,4
237468,2018-03-17,1071381,Illinois,0,4,4
232037,2018-02-09,1045977,Georgia,2,2,4
88,2013-05-29,487082,Illinois,0,4,4
147,2013-07-21,491214,New York,0,4,4
1666,2014-01-11,95146,Mississippi,0,4,4
68,2013-05-10,486109,California,3,1,4
149,2013-07-25,491243,Michigan,0,4,4
148,2013-07-24,491226,Kansas,0,4,4
190,2013-09-14,479821,North Carolina,0,4,4
259,2013-12-07,495374,Delaware,0,4,4
27,2013-03-02,481186,Louisiana,1,3,4
189,2013-09-12,479757,District of Columbia,1,3,4
28,2013-03-03,481198,Georgia,2,2,4
379,2014-01-01,92174,Illinois,0,4,4
228541,2018-01-18,1029570,Pennsylvania,2,2,4
211,2013-10-02,480747,Nebraska,0,4,4
29,2013-03-03,481208,Michigan,0,4,4
124,2013-07-04,490335,Illinois,0,4,4
258,2013-12-01,495332,Kansas,4,0,4
226612,2018-01-05,1020918,California,4,0,4
256,2013-12-01,495347,Florida,2,2,4
224936,2017-12-25,1014251,Arizona,3,1,4
969,2014-01-05,94514,Pennsylvania,1,3,4
165,2013-08-10,491729,Delaware,0,4,4
30,2013-03-04,481213,California,1,3,4
187,2013-09-11,479774,New York,0,4,4
90,2013-06-01,487261,Wisconsin,0,4,4
229205,2018-01-22,1033501,Ohio,2,2,4
126,2013-07-06,490750,New York,1,3,4
184,2013-09-07,479727,Missouri,1,3,4
89,2013-05-31,487088,Georgia,0,4,4
31,2013-03-05,481220,Indiana,1,3,4
229767,2018-01-25,1035803,District of Columbia,0,4,4
239661,2018-03-31,1081719,North Carolina,0,4,4
175,2013-08-18,491840,Illinois,1,3,4
236877,2018-03-13,1068526,Washington,4,0,4
245,2013-11-21,494116,Pennsylvania,0,4,4
252,2013-11-29,495178,Indiana,0,4,4
80,2013-05-19,486586,Tennessee,2,2,4
225310,2017-12-27,1015666,Nevada,2,2,4
137,2013-07-13,491162,Ohio,0,4,4
226893,2018-01-07,1022055,Florida,0,4,4
43,2013-03-22,483788,New York,1,3,4
251,2013-11-28,495171,New York,0,4,4
250,2013-11-25,494215,Minnesota,1,3,4
226895,2018-01-07,1022375,Michigan,1,3,4
1693,2014-01-11,95313,Oregon,1,3,4
47,2013-04-07,483872,New York,1,3,4
234124,2018-02-23,1056240,Florida,1,3,4
240,2013-11-10,493893,Ohio,1,3,4
229093,2018-01-21,1032393,Florida,0,4,4
77,2013-05-16,486334,Pennsylvania,0,4,4
218,2013-10-09,480981,Texas,4,0,4
81,2013-05-19,486605,Michigan,0,4,4
237046,2018-03-14,1069080,New York,4,0,4
82,2013-05-20,486617,Illinois,0,4,4
236563,2018-03-11,1067264,Illinois,1,3,4
48,2013-04-07,483878,California,1,3,4
172,2013-08-18,491948,New Jersey,0,4,4
49,2013-04-09,484268,Pennsylvania,1,3,4
243,2013-11-15,494033,Texas,1,3,4
139,2013-07-13,490963,Oklahoma,1,3,4
171,2013-08-17,491819,California,0,4,4
241,2013-11-10,493863,Arizona,1,3,4
138,2013-07-13,490979,District of Columbia,0,4,4
42,2013-03-21,483765,Missouri,1,3,4
233699,2018-02-21,1054212,Arizona,4,0,4
173,2013-08-18,491937,Ohio,0,4,4
215,2013-10-06,480897,Arizona,0,4,4
133,2013-07-09,490917,Illinois,2,2,4
166,2013-08-11,491710,New York,0,4,4
224664,2017-12-23,1014971,Louisiana,1,3,4
214,2013-10-05,480882,New York,0,4,4
254,2013-11-30,495268,Georgia,0,4,4
226366,2018-01-04,1020574,Arkansas,1,3,4
232947,2018-02-16,1051291,Oklahoma,1,3,4
253,2013-11-29,495195,California,0,4,4
230200,2018-01-28,1038429,Pennsylvania,4,0,4
53,2013-04-18,484317,Ohio,4,0,4
35,2013-03-13,482801,California,2,2,4
134,2013-07-11,490922,North Carolina,2,2,4
235305,2018-03-03,1061748,New York,1,3,4
929,2014-01-05,125798,Ohio,1,3,4
229685,2018-01-25,1035257,Georgia,3,1,4
79,2013-05-18,486611,Virginia,0,4,4
222,2013-10-20,481254,Florida,0,4,4
168,2013-08-13,491770,Pennsylvania,0,4,4
226881,2018-01-07,1022973,California,4,0,4
37,2013-03-14,482838,California,0,4,4
143,2013-07-17,491046,California,1,3,4
135,2013-07-12,490943,California,1,3,4
235778,2018-03-06,1064221,Missouri,2,2,4
169,2013-08-14,492001,Oklahoma,4,0,4
136,2013-07-12,490954,Kentucky,2,2,4
407,2014-01-01,92602,Michigan,2,2,4
83,2013-05-23,486623,Tennessee,2,2,4
236680,2018-03-12,1068008,Arizona,2,2,4
188,2013-09-12,479747,Tennessee,4,0,4
103,2013-06-16,488134,Illinois,1,3,4
162,2013-08-06,491630,New Jersey,0,4,4
5,2013-01-07,478948,Oklahoma,4,0,4
237879,2018-03-19,1072862,Illinois,1,3,4
235,2013-11-03,492950,California,1,3,4
104,2013-06-21,488426,Illinois,1,3,4
114,2013-06-24,489934,Missouri,1,3,4
61,2013-04-28,485885,Pennsylvania,1,3,4
229795,2018-01-25,1035651,Florida,1,3,4
159,2013-08-04,491546,Missouri,1,3,4
238608,2018-03-24,1077180,Utah,0,4,4
116,2013-06-27,490048,California,2,2,4
59,2013-04-27,485821,Florida,1,3,4
236,2013-11-05,492999,District of Columbia,0,4,4
267,2013-12-25,495577,New York,1,3,4
197,2013-09-17,480453,Nevada,0,4,4
234687,2018-02-27,1059559,Connecticut,0,4,4
226,2013-10-26,481419,Florida,0,4,4
230145,2018-01-27,1037438,Kentucky,0,4,4
8,2013-01-21,479389,California,0,4,4
102,2013-06-15,487891,Texas,1,3,4
10,2013-01-23,491674,Tennessee,1,3,4
155,2013-08-02,491438,Indiana,0,4,4
226068,2018-01-01,1018295,Alabama,1,3,4
11,2013-01-25,479413,Missouri,1,3,4
225173,2017-12-26,1014780,Pennsylvania,2,2,4
235846,2018-03-07,1064514,Alabama,2,2,4
14,2013-01-26,479460,Ohio,1,3,4
614,2014-01-03,92704,New York,1,3,4
4,2013-01-07,478959,North Carolina,2,2,4
227979,2018-01-14,1027013,Alabama,0,4,4
3,2013-01-05,478925,Colorado,4,0,4
236201,2018-03-09,1065908,California,4,0,4
62,2013-04-28,485979,Tennessee,2,2,4
236778,2018-03-13,1078612,Florida,0,4,4
204,2013-09-22,480661,Missouri,1,3,4
65,2013-05-04,486027,North Carolina,0,4,4
263,2013-12-15,495543,Florida,1,3,4
229365,2018-01-23,1034205,Pennsylvania,0,4,4
265,2013-12-21,495557,North Carolina,0,4,4
225136,2017-12-26,1014727,Tennessee,0,4,4
229,2013-10-27,492699,California,0,4,4
227543,2018-01-11,1025272,Missouri,2,2,4
2,2013-01-01,478855,Ohio,1,3,4
261,2013-12-14,495506,North Carolina,0,4,4
233,2013-11-02,492933,Kentucky,1,3,4
208,2013-09-25,480700,North Carolina,0,4,4
224741,2017-12-23,1013377,Alabama,0,4,4
108,2013-06-22,488970,Rhode Island,0,4,4
266,2013-12-22,495566,Michigan,1,3,4
239324,2018-03-29,1080234,Texas,1,3,4
230673,2018-01-31,1040815,Missouri,0,4,4
110,2013-06-23,489096,California,1,3,4
203,2013-09-21,480632,Florida,0,4,4
779,2014-01-04,103940,Georgia,0,4,4
201,2013-09-20,480582,California,2,2,4
236221,2018-03-09,1066594,North Carolina,3,1,4
112,2013-06-23,489121,Louisiana,0,4,4
236737,2018-03-12,1068615,California,0,4,4
16,2013-02-03,479580,California,1,3,4
50,2013-04-10,484279,California,0,4,4
122,2013-07-01,490245,Texas,4,0,4
224397,2017-12-21,1011953,Pennsylvania,1,3,4
92,2013-06-02,487266,Indiana,0,4,4
150,2013-07-26,491253,West Virginia,4,0,4
25,2013-02-23,480407,California,0,4,4
223,2013-10-20,481263,Florida,2,2,4
58,2013-04-25,489185,Ohio,0,4,4
237,2013-11-05,493109,Florida,4,0,4
23,2013-02-21,480383,Oklahoma,1,3,4
120,2013-06-30,490166,Colorado,0,4,4
228339,2018-01-17,1029095,District of Columbia,1,3,4
196,2013-09-17,480415,Michigan,0,4,4
67,2013-05-06,486068,Pennsylvania,0,4,4
225837,2017-12-31,1018118,New Jersey,4,0,4
192,2013-09-15,480058,Georgia,3,1,4
18,2013-02-09,479603,Louisiana,0,4,4
24,2013-02-22,480401,Michigan,0,4,4
100,2013-06-15,488992,Rhode Island,1,3,4
210,2013-09-29,480730,Illinois,0,4,4
91,2013-06-01,489314,California,2,2,4
153,2013-07-29,491281,Washington,0,4,4
226949,2018-01-08,1022547,Texas,4,0,4
233036,2018-02-16,1051839,Michigan,4,0,4
164,2013-08-09,491734,Missouri,2,2,4
96,2013-06-09,487645,Pennsylvania,0,4,4
118,2013-06-29,490150,South Carolina,3,1,4
152,2013-07-28,491287,Texas,0,4,4
239385,2018-03-29,1080442,New Jersey,0,4,4
101,2013-06-15,487833,Tennessee,0,4,4
154,2013-07-30,491292,New Mexico,0,4,4
209,2013-09-27,480720,Ohio,0,4,4
17,2013-02-07,479592,Illinois,0,4,4
228478,2018-01-18,1030296,Alabama,4,0,4
745,2014-01-04,93085,Illinois,2,2,4
138949,2016-08-03,621467,Louisiana,0,3,3
185551,2017-05-05,838650,Georgia,0,3,3
226910,2018-01-07,1022072,Florida,0,3,3
138635,2016-08-01,618558,Illinois,0,3,3
95526,2015-10-22,435542,Ohio,0,3,3
95178,2015-10-19,435750,North Carolina,1,2,3
11456,2014-04-01,121035,Illinois,0,3,3
95579,2015-10-22,436489,Kansas,1,2,3
58557,2015-02-23,296487,Florida,0,3,3
184945,2017-05-01,833322,Iowa,1,2,3
185553,2017-05-05,837463,California,1,2,3
58894,2015-02-26,297840,California,1,2,3
58447,2015-02-22,296763,Georgia,0,3,3
139049,2016-08-04,622190,Louisiana,0,3,3
95632,2015-10-22,436497,Missouri,2,1,3
58406,2015-02-22,296562,Washington,0,3,3
185659,2017-05-05,837810,South Carolina,0,3,3
139279,2016-08-05,622371,Georgia,1,2,3
185645,2017-05-05,836778,Florida,0,3,3
139035,2016-08-04,623767,New York,1,2,3
139268,2016-08-05,622317,Virginia,0,3,3
184531,2017-04-29,848141,Illinois,0,3,3
59351,2015-03-02,300565,North Carolina,0,3,3
138565,2016-08-01,619351,Illinois,0,3,3
227056,2018-01-08,1023137,Illinois,1,2,3
20669,2014-06-08,144125,California,2,1,3
95014,2015-10-18,432527,Indiana,1,2,3
59328,2015-03-02,299666,California,1,2,3
138972,2016-08-03,620256,Florida,1,2,3
95625,2015-10-22,435595,Georgia,3,0,3
95022,2015-10-18,432976,California,1,2,3
95580,2015-10-22,435563,Delaware,0,3,3
185631,2017-05-05,836713,West Virginia,0,3,3
185409,2017-05-03,835925,California,3,0,3
59089,2015-02-28,299424,Hawaii,0,3,3
20589,2014-06-07,144553,California,1,2,3
138749,2016-08-02,620030,Indiana,0,3,3
138980,2016-08-03,620935,Michigan,1,2,3
185255,2017-05-03,836539,North Carolina,0,3,3
138764,2016-08-02,620371,California,3,0,3
58711,2015-02-25,298024,Wisconsin,0,3,3
95356,2015-10-21,434238,Ohio,2,1,3
184763,2017-04-30,832818,Ohio,1,2,3
59027,2015-02-28,299501,Missouri,3,0,3
185107,2017-05-02,835449,California,1,2,3
138857,2016-08-03,621809,Connecticut,0,3,3
58947,2015-02-27,299278,Alabama,1,2,3
139122,2016-08-04,621662,Georgia,1,2,3
58782,2015-02-25,297640,Illinois,1,2,3
226993,2018-01-08,1022911,South Carolina,2,1,3
185205,2017-05-02,835101,Nevada,1,2,3
226999,2018-01-08,1024279,Virginia,2,1,3
58809,2015-02-26,297951,West Virginia,0,3,3
20586,2014-06-07,156419,Ohio,0,3,3
95325,2015-10-20,433484,California,1,2,3
238469,2018-03-23,1076371,Kentucky,3,0,3
184779,2017-04-30,832265,Louisiana,1,2,3
185265,2017-05-03,835974,Michigan,1,2,3
59060,2015-02-28,298742,Ohio,0,3,3
59082,2015-02-28,299230,Mississippi,0,3,3
95219,2015-10-20,433450,California,3,0,3
185721,2017-05-06,837736,Mississippi,1,2,3
184863,2017-04-30,837965,Illinois,0,3,3
227030,2018-01-08,1023284,Florida,0,3,3
184671,2017-04-29,832975,Tennessee,0,3,3
139090,2016-08-04,621890,Louisiana,2,1,3
58856,2015-02-26,297936,Tennessee,3,0,3
226962,2018-01-08,1023288,Florida,0,3,3
138671,2016-08-02,619450,New Jersey,0,3,3
6438,2014-02-16,107546,Washington,0,3,3
139177,2016-08-04,621301,California,1,2,3
184696,2017-04-29,832188,Michigan,0,3,3
59072,2015-02-28,298863,North Carolina,3,0,3
58609,2015-02-24,297229,North Carolina,3,0,3
59256,2015-03-01,299587,California,1,2,3
11512,2014-04-02,121268,North Carolina,0,3,3
95390,2015-10-21,434582,Washington,1,2,3
227012,2018-01-08,1023404,Arizona,1,2,3
6357,2014-02-15,107527,Oklahoma,1,2,3
138698,2016-08-02,619546,Florida,0,3,3
138720,2016-08-02,620445,Michigan,0,3,3
58661,2015-02-24,297317,Nevada,0,3,3
138983,2016-08-03,620761,North Carolina,1,2,3
169129,2017-01-28,762186,North Carolina,1,2,3
138496,2016-07-31,617873,New Jersey,0,3,3
138462,2016-07-31,618515,Indiana,3,0,3
56872,2015-02-08,290661,California,2,1,3
137506,2016-07-26,614869,Pennsylvania,0,3,3
96428,2015-10-28,438697,Illinois,0,3,3
56827,2015-02-08,291369,Pennsylvania,1,2,3
187692,2017-05-16,844543,Tennessee,0,3,3
187720,2017-05-16,846480,Ohio,0,3,3
56802,2015-02-07,290205,Kentucky,1,2,3
56796,2015-02-07,289839,Pennsylvania,0,3,3
187821,2017-05-17,846824,New Jersey,0,3,3
16380,2014-05-09,134086,Florida,1,2,3
137430,2016-07-25,611792,Arkansas,0,3,3
137408,2016-07-25,612243,Illinois,0,3,3
56677,2015-02-06,289822,Alaska,2,1,3
137358,2016-07-25,612553,Indiana,0,3,3
96548,2015-10-29,439102,West Virginia,0,3,3
56647,2015-02-06,289291,West Virginia,1,2,3
187949,2017-05-18,847210,Alabama,2,1,3
187602,2017-05-16,845679,Illinois,0,3,3
56896,2015-02-08,290499,South Carolina,3,0,3
187561,2017-05-16,844728,Florida,1,2,3
187470,2017-05-15,844143,New York,0,3,3
137645,2016-07-27,615145,Florida,3,0,3
57131,2015-02-10,291548,Indiana,3,0,3
96274,2015-10-27,437755,Kentucky,1,2,3
57119,2015-02-10,291559,North Carolina,3,0,3
57108,2015-02-10,291744,Texas,1,2,3
187459,2017-05-15,844312,Louisiana,1,2,3
57035,2015-02-09,292240,Oklahoma,0,3,3
137619,2016-07-26,613785,Arizona,3,0,3
96402,2015-10-28,438334,Indiana,0,3,3
96307,2015-10-27,437865,Louisiana,1,2,3
187520,2017-05-15,844281,South Carolina,0,3,3
96317,2015-10-27,438151,Georgia,1,2,3
238587,2018-03-24,1077217,Texas,0,3,3
56960,2015-02-08,290630,Kansas,0,3,3
56943,2015-02-08,290493,Pennsylvania,0,3,3
137541,2016-07-26,613388,Illinois,1,2,3
187950,2017-05-18,847340,Arizona,2,1,3
56609,2015-02-06,289641,Tennessee,1,2,3
137337,2016-07-25,613050,Tennessee,0,3,3
188369,2017-05-20,848446,Illinois,0,3,3
56342,2015-02-03,287901,Texas,2,1,3
137183,2016-07-24,610674,Connecticut,0,3,3
16358,2014-05-09,133799,Florida,1,2,3
137179,2016-07-24,610773,Florida,0,3,3
56269,2015-02-03,288378,Texas,2,1,3
137174,2016-07-24,611311,Pennsylvania,0,3,3
56211,2015-02-02,362522,Washington,0,3,3
188379,2017-05-20,847930,Florida,3,0,3
137224,2016-07-24,610785,California,1,2,3
188381,2017-05-20,848338,Washington,0,3,3
96784,2015-10-30,439417,Texas,1,2,3
226834,2018-01-07,1022407,Kentucky,0,3,3
56171,2015-02-02,288108,North Carolina,1,2,3
188455,2017-05-21,848535,South Carolina,0,3,3
56164,2015-02-02,287814,Florida,0,3,3
56147,2015-02-01,287017,New Mexico,1,2,3
137223,2016-07-24,612214,Illinois,0,3,3
188199,2017-05-19,847709,Arizona,1,2,3
56587,2015-02-06,289259,North Carolina,2,1,3
96635,2015-10-29,439116,Missouri,0,3,3
96603,2015-10-29,439181,Illinois,0,3,3
20864,2014-06-09,144107,Indiana,0,3,3
6092,2014-02-13,106952,Illinois,0,3,3
6091,2014-02-13,106570,Pennsylvania,3,0,3
188070,2017-05-18,847319,North Carolina,0,3,3
56535,2015-02-05,288891,Massachusetts,1,2,3
6087,2014-02-13,106725,Arkansas,0,3,3
188091,2017-05-18,847767,New Mexico,0,3,3
388,2014-01-01,92292,Indiana,0,3,3
96639,2015-10-29,439134,Tennessee,1,2,3
188110,2017-05-19,847116,Illinois,0,3,3
96671,2015-10-29,441989,North Carolina,2,1,3
137259,2016-07-24,610709,Georgia,1,2,3
188147,2017-05-19,847301,Tennessee,1,2,3
137245,2016-07-24,610733,Virginia,1,2,3
137236,2016-07-24,613630,Illinois,1,2,3
187367,2017-05-15,845155,New Jersey,0,3,3
187355,2017-05-14,843102,Virginia,2,1,3
187351,2017-05-14,843554,Iowa,0,3,3
16460,2014-05-10,134487,Texas,3,0,3
95813,2015-10-24,436083,Georgia,1,2,3
186052,2017-05-07,841906,California,0,3,3
138322,2016-07-30,618027,Wisconsin,0,3,3
186062,2017-05-07,838165,Rhode Island,0,3,3
58062,2015-02-19,295315,Texas,0,3,3
186126,2017-05-08,839065,California,1,2,3
138279,2016-07-30,618683,Rhode Island,0,3,3
95880,2015-10-24,437473,Florida,1,2,3
138369,2016-07-31,617893,Massachusetts,0,3,3
20718,2014-06-08,144745,California,2,1,3
138224,2016-07-30,617657,Illinois,0,3,3
138211,2016-07-30,617007,Tennessee,1,2,3
186382,2017-05-09,839951,District of Columbia,0,3,3
57873,2015-02-17,294189,Tennessee,0,3,3
234823,2018-02-28,1059128,Pennsylvania,2,1,3
138180,2016-07-30,618217,Mississippi,2,1,3
58107,2015-02-19,295276,Texas,0,3,3
185988,2017-05-07,837938,Illinois,0,3,3
20731,2014-06-08,144291,New York,1,2,3
95685,2015-10-23,437017,New Mexico,2,1,3
185828,2017-05-06,837576,Illinois,0,3,3
138452,2016-07-31,617767,Illinois,1,2,3
185855,2017-05-06,837592,Indiana,2,1,3
185860,2017-05-06,837767,California,0,3,3
58356,2015-02-22,296127,Georgia,0,3,3
231099,2018-02-03,1042713,Wisconsin,2,1,3
185868,2017-05-06,837536,Texas,2,1,3
138431,2016-07-31,619126,Nevada,1,2,3
58163,2015-02-20,295756,Arkansas,3,0,3
58330,2015-02-21,296018,Florida,1,2,3
95713,2015-10-23,436281,California,2,1,3
58320,2015-02-21,296247,California,0,3,3
234857,2018-02-28,1060145,Mississippi,2,1,3
58275,2015-02-21,295889,New York,3,0,3
185962,2017-05-07,838252,Washington,0,3,3
58171,2015-02-20,295682,Missouri,3,0,3
238536,2018-03-24,1076929,Pennsylvania,3,0,3
184457,2017-04-28,832156,Georgia,1,2,3
187346,2017-05-14,844917,Arkansas,3,0,3
137748,2016-07-27,614862,Pennsylvania,0,3,3
187067,2017-05-13,842876,New York,0,3,3
57463,2015-02-13,293065,Missouri,2,1,3
57453,2015-02-13,293432,Washington,2,1,3
1123,2014-01-07,105129,Virginia,2,1,3
96171,2015-10-26,437522,Florida,0,3,3
226860,2018-01-07,1023249,Louisiana,1,2,3
137752,2016-07-27,615133,Florida,1,2,3
137747,2016-07-27,614388,Alabama,0,3,3
187039,2017-05-13,842474,Virginia,1,2,3
137738,2016-07-27,615418,Tennessee,0,3,3
137713,2016-07-27,615091,Indiana,2,1,3
187297,2017-05-14,843618,Louisiana,3,0,3
137690,2016-07-27,614374,Florida,2,1,3
137661,2016-07-27,614422,Massachusetts,0,3,3
187336,2017-05-14,843774,Georgia,1,2,3
20802,2014-06-08,146626,Louisiana,0,3,3
137886,2016-07-28,616102,California,1,2,3
57502,2015-02-14,293490,New Mexico,0,3,3
138146,2016-07-30,617095,Virginia,0,3,3
57676,2015-02-15,293810,Alabama,1,2,3
138128,2016-07-29,616258,Colorado,0,3,3
138115,2016-07-29,616648,Michigan,0,3,3
186614,2017-05-10,840747,Pennsylvania,0,3,3
238550,2018-03-24,1077291,Florida,1,2,3
20745,2014-06-08,144068,Michigan,0,3,3
186703,2017-05-11,841532,Louisiana,0,3,3
186730,2017-05-11,840939,Arkansas,3,0,3
57668,2015-02-15,293946,New York,3,0,3
186943,2017-05-12,841767,Kentucky,2,1,3
137983,2016-07-29,779793,Wyoming,0,3,3
186823,2017-05-12,842553,Missouri,1,2,3
137966,2016-07-28,615870,Alabama,0,3,3
57619,2015-02-15,293734,Virginia,1,2,3
186886,2017-05-12,842298,Arkansas,1,2,3
57605,2015-02-15,294815,New Mexico,0,3,3
96091,2015-10-25,436533,South Carolina,2,1,3
238542,2018-03-24,1076895,North Carolina,0,3,3
183737,2017-04-24,828153,New York,0,3,3
59426,2015-03-03,300726,Illinois,1,2,3
180752,2017-04-08,815266,Indiana,0,3,3
11188,2014-03-30,120390,Indiana,3,0,3
